date,sex,industry_sic2007,decil_group,contents,year,value
2018-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (NOK),2018,28230
2019-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (NOK),2019,28970
2020-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (NOK),2020,29680
2021-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (NOK),2021,30880
2022-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (NOK),2022,33040
2016-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (per cent),2016,6.1
2017-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (per cent),2017,6.1
2018-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (per cent),2018,6
2019-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (per cent),2019,6
2020-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (per cent),2020,6
2021-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (per cent),2021,6
2022-12-31,Females,Public administration and defence,Decile 1,Average monthly earnings (per cent),2022,6.1
2016-12-31,Females,Public administration and defence,Decile 1,Boundaries monthly earnings (NOK),2016,33030
2017-12-31,Females,Public administration and defence,Decile 1,Boundaries monthly earnings (NOK),2017,34020
2018-12-31,Females,Public administration and defence,Decile 1,Boundaries monthly earnings (NOK),2018,34910
2019-12-31,Females,Public administration and defence,Decile 1,Boundaries monthly earnings (NOK),2019,36230
2020-12-31,Females,Public administration and defence,Decile 1,Boundaries monthly earnings (NOK),2020,36730
2021-12-31,Females,Public administration and defence,Decile 1,Boundaries monthly earnings (NOK),2021,38400
2022-12-31,Females,Public administration and defence,Decile 1,Boundaries monthly earnings (NOK),2022,40150
2016-12-31,Females,Public administration and defence,Decile 1,Average age (years),2016,36.8
2017-12-31,Females,Public administration and defence,Decile 1,Average age (years),2017,36.4
2018-12-31,Females,Public administration and defence,Decile 1,Average age (years),2018,36.6
2019-12-31,Females,Public administration and defence,Decile 1,Average age (years),2019,36.9
2020-12-31,Females,Public administration and defence,Decile 1,Average age (years),2020,37.6
2021-12-31,Females,Public administration and defence,Decile 1,Average age (years),2021,37
2022-12-31,Females,Public administration and defence,Decile 1,Average age (years),2022,37.5
2016-12-31,Females,Public administration and defence,Decile 1,Average contractual working hours per week (hours),2016,24.4
2017-12-31,Females,Public administration and defence,Decile 1,Average contractual working hours per week (hours),2017,24.6
2018-12-31,Females,Public administration and defence,Decile 1,Average contractual working hours per week (hours),2018,24.6
2019-12-31,Females,Public administration and defence,Decile 1,Average contractual working hours per week (hours),2019,24.4
2020-12-31,Females,Public administration and defence,Decile 1,Average contractual working hours per week (hours),2020,24.6
2021-12-31,Females,Public administration and defence,Decile 1,Average contractual working hours per week (hours),2021,23.7
2022-12-31,Females,Public administration and defence,Decile 1,Average contractual working hours per week (hours),2022,23.8
2016-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (NOK),2016,34440
2017-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (NOK),2017,35410
2018-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (NOK),2018,36440
2019-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (NOK),2019,37750
2020-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (NOK),2020,38430
2021-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (NOK),2021,40020
2022-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (NOK),2022,41990
2016-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (per cent),2016,7.9
2017-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (per cent),2017,7.8
2018-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (per cent),2018,7.8
2019-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (per cent),2019,7.8
2020-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (per cent),2020,7.8
2021-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (per cent),2021,7.8
2022-12-31,Females,Public administration and defence,Decile 2,Average monthly earnings (per cent),2022,7.8
2016-12-31,Females,Public administration and defence,Decile 2,Boundaries monthly earnings (NOK),2016,35610
2017-12-31,Females,Public administration and defence,Decile 2,Boundaries monthly earnings (NOK),2017,36510
2018-12-31,Females,Public administration and defence,Decile 2,Boundaries monthly earnings (NOK),2018,37500
2019-12-31,Females,Public administration and defence,Decile 2,Boundaries monthly earnings (NOK),2019,39000
2020-12-31,Females,Public administration and defence,Decile 2,Boundaries monthly earnings (NOK),2020,39700
2021-12-31,Females,Public administration and defence,Decile 2,Boundaries monthly earnings (NOK),2021,41470
2022-12-31,Females,Public administration and defence,Decile 2,Boundaries monthly earnings (NOK),2022,43340
2016-12-31,Females,Public administration and defence,Decile 2,Average age (years),2016,45.8
2017-12-31,Females,Public administration and defence,Decile 2,Average age (years),2017,45.2
2018-12-31,Females,Public administration and defence,Decile 2,Average age (years),2018,45.2
2019-12-31,Females,Public administration and defence,Decile 2,Average age (years),2019,45.3
2020-12-31,Females,Public administration and defence,Decile 2,Average age (years),2020,45.2
2021-12-31,Females,Public administration and defence,Decile 2,Average age (years),2021,45
2022-12-31,Females,Public administration and defence,Decile 2,Average age (years),2022,45
2016-12-31,Females,Public administration and defence,Decile 2,Average contractual working hours per week (hours),2016,31.3
2017-12-31,Females,Public administration and defence,Decile 2,Average contractual working hours per week (hours),2017,31.9
2018-12-31,Females,Public administration and defence,Decile 2,Average contractual working hours per week (hours),2018,32.1
2019-12-31,Females,Public administration and defence,Decile 2,Average contractual working hours per week (hours),2019,32.2
2020-12-31,Females,Public administration and defence,Decile 2,Average contractual working hours per week (hours),2020,32.5
2021-12-31,Females,Public administration and defence,Decile 2,Average contractual working hours per week (hours),2021,32.6
2022-12-31,Females,Public administration and defence,Decile 2,Average contractual working hours per week (hours),2022,33.3
2016-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (NOK),2016,36310
2017-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (NOK),2017,37470
2018-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (NOK),2018,38520
2019-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (NOK),2019,39970
2020-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (NOK),2020,40780
2021-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (NOK),2021,42410
2022-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (NOK),2022,44440
2016-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (per cent),2016,8.3
2017-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (per cent),2017,8.3
2018-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (per cent),2018,8.2
2019-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (per cent),2019,8.2
2020-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (per cent),2020,8.3
2021-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (per cent),2021,8.3
2022-12-31,Females,Public administration and defence,Decile 3,Average monthly earnings (per cent),2022,8.2
2016-12-31,Females,Public administration and defence,Decile 3,Boundaries monthly earnings (NOK),2016,37050
2017-12-31,Females,Public administration and defence,Decile 3,Boundaries monthly earnings (NOK),2017,38230
2018-12-31,Females,Public administration and defence,Decile 3,Boundaries monthly earnings (NOK),2018,39330
2019-12-31,Females,Public administration and defence,Decile 3,Boundaries monthly earnings (NOK),2019,40930
2020-12-31,Females,Public administration and defence,Decile 3,Boundaries monthly earnings (NOK),2020,41670
2021-12-31,Females,Public administration and defence,Decile 3,Boundaries monthly earnings (NOK),2021,43530
2022-12-31,Females,Public administration and defence,Decile 3,Boundaries monthly earnings (NOK),2022,45340
2016-12-31,Females,Public administration and defence,Decile 3,Average age (years),2016,46.9
2017-12-31,Females,Public administration and defence,Decile 3,Average age (years),2017,46
2018-12-31,Females,Public administration and defence,Decile 3,Average age (years),2018,46
2019-12-31,Females,Public administration and defence,Decile 3,Average age (years),2019,45.7
2020-12-31,Females,Public administration and defence,Decile 3,Average age (years),2020,44.6
2021-12-31,Females,Public administration and defence,Decile 3,Average age (years),2021,44
2022-12-31,Females,Public administration and defence,Decile 3,Average age (years),2022,44.9
2016-12-31,Females,Public administration and defence,Decile 3,Average contractual working hours per week (hours),2016,33.8
2017-12-31,Females,Public administration and defence,Decile 3,Average contractual working hours per week (hours),2017,33.6
2018-12-31,Females,Public administration and defence,Decile 3,Average contractual working hours per week (hours),2018,33.8
2019-12-31,Females,Public administration and defence,Decile 3,Average contractual working hours per week (hours),2019,34.3
2020-12-31,Females,Public administration and defence,Decile 3,Average contractual working hours per week (hours),2020,34.6
2021-12-31,Females,Public administration and defence,Decile 3,Average contractual working hours per week (hours),2021,34.7
2022-12-31,Females,Public administration and defence,Decile 3,Average contractual working hours per week (hours),2022,34.4
2016-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (NOK),2016,37910
2017-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (NOK),2017,39140
2018-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (NOK),2018,40330
2019-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (NOK),2019,41970
2020-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (NOK),2020,42690
2021-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (NOK),2021,44500
2022-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (NOK),2022,46630
2016-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (per cent),2016,8.6
2017-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (per cent),2017,8.6
2018-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (per cent),2018,8.6
2019-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (per cent),2019,8.6
2020-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (per cent),2020,8.7
2021-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (per cent),2021,8.7
2022-12-31,Females,Public administration and defence,Decile 4,Average monthly earnings (per cent),2022,8.6
2016-12-31,Females,Public administration and defence,Decile 4,Boundaries monthly earnings (NOK),2016,38720
2017-12-31,Females,Public administration and defence,Decile 4,Boundaries monthly earnings (NOK),2017,40110
2018-12-31,Females,Public administration and defence,Decile 4,Boundaries monthly earnings (NOK),2018,41410
2019-12-31,Females,Public administration and defence,Decile 4,Boundaries monthly earnings (NOK),2019,42990
2020-12-31,Females,Public administration and defence,Decile 4,Boundaries monthly earnings (NOK),2020,43840
2021-12-31,Females,Public administration and defence,Decile 4,Boundaries monthly earnings (NOK),2021,45680
2022-12-31,Females,Public administration and defence,Decile 4,Boundaries monthly earnings (NOK),2022,47900
2016-12-31,Females,Public administration and defence,Decile 4,Average age (years),2016,45.8
2017-12-31,Females,Public administration and defence,Decile 4,Average age (years),2017,45.3
2018-12-31,Females,Public administration and defence,Decile 4,Average age (years),2018,45.9
2019-12-31,Females,Public administration and defence,Decile 4,Average age (years),2019,45.6
2020-12-31,Females,Public administration and defence,Decile 4,Average age (years),2020,45.3
2021-12-31,Females,Public administration and defence,Decile 4,Average age (years),2021,45
2022-12-31,Females,Public administration and defence,Decile 4,Average age (years),2022,44.6
2016-12-31,Females,Public administration and defence,Decile 4,Average contractual working hours per week (hours),2016,34.3
2017-12-31,Females,Public administration and defence,Decile 4,Average contractual working hours per week (hours),2017,34.3
2018-12-31,Females,Public administration and defence,Decile 4,Average contractual working hours per week (hours),2018,34.1
2019-12-31,Females,Public administration and defence,Decile 4,Average contractual working hours per week (hours),2019,34
2020-12-31,Females,Public administration and defence,Decile 4,Average contractual working hours per week (hours),2020,34.2
2021-12-31,Females,Public administration and defence,Decile 4,Average contractual working hours per week (hours),2021,34.2
2022-12-31,Females,Public administration and defence,Decile 4,Average contractual working hours per week (hours),2022,34.3
2016-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (NOK),2016,39840
2017-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (NOK),2017,41220
2018-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (NOK),2018,42630
2019-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (NOK),2019,44360
2020-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (NOK),2020,45110
2021-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (NOK),2021,47090
2022-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (NOK),2022,49500
2016-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (per cent),2016,9.1
2017-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (per cent),2017,9.1
2018-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (per cent),2018,9.1
2019-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (per cent),2019,9.1
2020-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (per cent),2020,9.1
2021-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (per cent),2021,9.2
2022-12-31,Females,Public administration and defence,Decile 5,Average monthly earnings (per cent),2022,9.2
2016-12-31,Females,Public administration and defence,Decile 5,Boundaries monthly earnings (NOK),2016,41000
2017-12-31,Females,Public administration and defence,Decile 5,Boundaries monthly earnings (NOK),2017,42400
2018-12-31,Females,Public administration and defence,Decile 5,Boundaries monthly earnings (NOK),2018,43910
2019-12-31,Females,Public administration and defence,Decile 5,Boundaries monthly earnings (NOK),2019,45790
2020-12-31,Females,Public administration and defence,Decile 5,Boundaries monthly earnings (NOK),2020,46470
2021-12-31,Females,Public administration and defence,Decile 5,Boundaries monthly earnings (NOK),2021,48560
2022-12-31,Females,Public administration and defence,Decile 5,Boundaries monthly earnings (NOK),2022,51140
2016-12-31,Females,Public administration and defence,Decile 5,Average age (years),2016,44.6
2017-12-31,Females,Public administration and defence,Decile 5,Average age (years),2017,44.8
2018-12-31,Females,Public administration and defence,Decile 5,Average age (years),2018,44.3
2019-12-31,Females,Public administration and defence,Decile 5,Average age (years),2019,44.3
2020-12-31,Females,Public administration and defence,Decile 5,Average age (years),2020,44.2
2021-12-31,Females,Public administration and defence,Decile 5,Average age (years),2021,44.2
2022-12-31,Females,Public administration and defence,Decile 5,Average age (years),2022,44.1
2016-12-31,Females,Public administration and defence,Decile 5,Average contractual working hours per week (hours),2016,33.9
2017-12-31,Females,Public administration and defence,Decile 5,Average contractual working hours per week (hours),2017,34.2
2018-12-31,Females,Public administration and defence,Decile 5,Average contractual working hours per week (hours),2018,34
2019-12-31,Females,Public administration and defence,Decile 5,Average contractual working hours per week (hours),2019,34
2020-12-31,Females,Public administration and defence,Decile 5,Average contractual working hours per week (hours),2020,34.4
2021-12-31,Females,Public administration and defence,Decile 5,Average contractual working hours per week (hours),2021,34.2
2022-12-31,Females,Public administration and defence,Decile 5,Average contractual working hours per week (hours),2022,34.3
2016-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (NOK),2016,42350
2017-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (NOK),2017,43770
2018-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (NOK),2018,45370
2019-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (NOK),2019,47260
2020-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (NOK),2020,48050
2021-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (NOK),2021,50130
2022-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (NOK),2022,52720
2016-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (per cent),2016,9.7
2017-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (per cent),2017,9.7
2018-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (per cent),2018,9.7
2019-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (per cent),2019,9.7
2020-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (per cent),2020,9.7
2021-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (per cent),2021,9.8
2022-12-31,Females,Public administration and defence,Decile 6,Average monthly earnings (per cent),2022,9.8
2016-12-31,Females,Public administration and defence,Decile 6,Boundaries monthly earnings (NOK),2016,43780
2017-12-31,Females,Public administration and defence,Decile 6,Boundaries monthly earnings (NOK),2017,45140
2018-12-31,Females,Public administration and defence,Decile 6,Boundaries monthly earnings (NOK),2018,46880
2019-12-31,Females,Public administration and defence,Decile 6,Boundaries monthly earnings (NOK),2019,48830
2020-12-31,Females,Public administration and defence,Decile 6,Boundaries monthly earnings (NOK),2020,49690
2021-12-31,Females,Public administration and defence,Decile 6,Boundaries monthly earnings (NOK),2021,51700
2022-12-31,Females,Public administration and defence,Decile 6,Boundaries monthly earnings (NOK),2022,54390
2016-12-31,Females,Public administration and defence,Decile 6,Average age (years),2016,43.6
2017-12-31,Females,Public administration and defence,Decile 6,Average age (years),2017,44.2
2018-12-31,Females,Public administration and defence,Decile 6,Average age (years),2018,44.3
2019-12-31,Females,Public administration and defence,Decile 6,Average age (years),2019,44.5
2020-12-31,Females,Public administration and defence,Decile 6,Average age (years),2020,44.4
2021-12-31,Females,Public administration and defence,Decile 6,Average age (years),2021,44.6
2022-12-31,Females,Public administration and defence,Decile 6,Average age (years),2022,44.7
2016-12-31,Females,Public administration and defence,Decile 6,Average contractual working hours per week (hours),2016,34.4
2017-12-31,Females,Public administration and defence,Decile 6,Average contractual working hours per week (hours),2017,34.5
2018-12-31,Females,Public administration and defence,Decile 6,Average contractual working hours per week (hours),2018,34.6
2019-12-31,Females,Public administration and defence,Decile 6,Average contractual working hours per week (hours),2019,34.7
2020-12-31,Females,Public administration and defence,Decile 6,Average contractual working hours per week (hours),2020,34.8
2021-12-31,Females,Public administration and defence,Decile 6,Average contractual working hours per week (hours),2021,34.7
2022-12-31,Females,Public administration and defence,Decile 6,Average contractual working hours per week (hours),2022,35.5
2016-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (NOK),2016,45340
2017-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (NOK),2017,46740
2018-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (NOK),2018,48550
2019-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (NOK),2019,50570
2020-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (NOK),2020,51300
2021-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (NOK),2021,53450
2022-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (NOK),2022,56260
2016-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (per cent),2016,10.3
2017-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (per cent),2017,10.3
2018-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (per cent),2018,10.4
2019-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (per cent),2019,10.4
2020-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (per cent),2020,10.4
2021-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (per cent),2021,10.4
2022-12-31,Females,Public administration and defence,Decile 7,Average monthly earnings (per cent),2022,10.4
2016-12-31,Females,Public administration and defence,Decile 7,Boundaries monthly earnings (NOK),2016,47040
2017-12-31,Females,Public administration and defence,Decile 7,Boundaries monthly earnings (NOK),2017,48400
2018-12-31,Females,Public administration and defence,Decile 7,Boundaries monthly earnings (NOK),2018,50340
2019-12-31,Females,Public administration and defence,Decile 7,Boundaries monthly earnings (NOK),2019,52330
2020-12-31,Females,Public administration and defence,Decile 7,Boundaries monthly earnings (NOK),2020,53070
2021-12-31,Females,Public administration and defence,Decile 7,Boundaries monthly earnings (NOK),2021,55370
2022-12-31,Females,Public administration and defence,Decile 7,Boundaries monthly earnings (NOK),2022,58230
2016-12-31,Females,Public administration and defence,Decile 7,Average age (years),2016,44.8
2017-12-31,Females,Public administration and defence,Decile 7,Average age (years),2017,45.3
2018-12-31,Females,Public administration and defence,Decile 7,Average age (years),2018,45.6
2019-12-31,Females,Public administration and defence,Decile 7,Average age (years),2019,45.7
2020-12-31,Females,Public administration and defence,Decile 7,Average age (years),2020,45.7
2021-12-31,Females,Public administration and defence,Decile 7,Average age (years),2021,45.6
2022-12-31,Females,Public administration and defence,Decile 7,Average age (years),2022,45.7
2016-12-31,Females,Public administration and defence,Decile 7,Average contractual working hours per week (hours),2016,34.8
2017-12-31,Females,Public administration and defence,Decile 7,Average contractual working hours per week (hours),2017,35
2018-12-31,Females,Public administration and defence,Decile 7,Average contractual working hours per week (hours),2018,35.2
2019-12-31,Females,Public administration and defence,Decile 7,Average contractual working hours per week (hours),2019,35.3
2020-12-31,Females,Public administration and defence,Decile 7,Average contractual working hours per week (hours),2020,35.8
2021-12-31,Females,Public administration and defence,Decile 7,Average contractual working hours per week (hours),2021,35.4
2022-12-31,Females,Public administration and defence,Decile 7,Average contractual working hours per week (hours),2022,35.6
2016-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (NOK),2016,48960
2017-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (NOK),2017,50410
2018-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (NOK),2018,52370
2019-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (NOK),2019,54490
2020-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (NOK),2020,55220
2021-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (NOK),2021,57540
2022-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (NOK),2022,60490
2016-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (per cent),2016,11.2
2017-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (per cent),2017,11.1
2018-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (per cent),2018,11.2
2019-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (per cent),2019,11.2
2020-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (per cent),2020,11.2
2021-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (per cent),2021,11.2
2022-12-31,Females,Public administration and defence,Decile 8,Average monthly earnings (per cent),2022,11.2
2016-12-31,Females,Public administration and defence,Decile 8,Boundaries monthly earnings (NOK),2016,51190
2017-12-31,Females,Public administration and defence,Decile 8,Boundaries monthly earnings (NOK),2017,52670
2018-12-31,Females,Public administration and defence,Decile 8,Boundaries monthly earnings (NOK),2018,54810
2019-12-31,Females,Public administration and defence,Decile 8,Boundaries monthly earnings (NOK),2019,56910
2020-12-31,Females,Public administration and defence,Decile 8,Boundaries monthly earnings (NOK),2020,57670
2021-12-31,Females,Public administration and defence,Decile 8,Boundaries monthly earnings (NOK),2021,60140
2022-12-31,Females,Public administration and defence,Decile 8,Boundaries monthly earnings (NOK),2022,63180
2016-12-31,Females,Public administration and defence,Decile 8,Average age (years),2016,46.4
2017-12-31,Females,Public administration and defence,Decile 8,Average age (years),2017,46.6
2018-12-31,Females,Public administration and defence,Decile 8,Average age (years),2018,46.9
2019-12-31,Females,Public administration and defence,Decile 8,Average age (years),2019,47
2020-12-31,Females,Public administration and defence,Decile 8,Average age (years),2020,47.1
2021-12-31,Females,Public administration and defence,Decile 8,Average age (years),2021,47.1
2022-12-31,Females,Public administration and defence,Decile 8,Average age (years),2022,47.3
2016-12-31,Females,Public administration and defence,Decile 8,Average contractual working hours per week (hours),2016,35.7
2017-12-31,Females,Public administration and defence,Decile 8,Average contractual working hours per week (hours),2017,35.3
2018-12-31,Females,Public administration and defence,Decile 8,Average contractual working hours per week (hours),2018,35.4
2019-12-31,Females,Public administration and defence,Decile 8,Average contractual working hours per week (hours),2019,35.7
2020-12-31,Females,Public administration and defence,Decile 8,Average contractual working hours per week (hours),2020,35.9
2021-12-31,Females,Public administration and defence,Decile 8,Average contractual working hours per week (hours),2021,35.7
2022-12-31,Females,Public administration and defence,Decile 8,Average contractual working hours per week (hours),2022,36.3
2016-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (NOK),2016,54380
2017-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (NOK),2017,56120
2018-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (NOK),2018,58320
2019-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (NOK),2019,60730
2020-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (NOK),2020,61380
2021-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (NOK),2021,64200
2022-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (NOK),2022,67400
2016-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (per cent),2016,12.4
2017-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (per cent),2017,12.4
2018-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (per cent),2018,12.5
2019-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (per cent),2019,12.5
2020-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (per cent),2020,12.4
2021-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (per cent),2021,12.5
2022-12-31,Females,Public administration and defence,Decile 9,Average monthly earnings (per cent),2022,12.5
2016-12-31,Females,Public administration and defence,Decile 9,Boundaries monthly earnings (NOK),2016,58540
2017-12-31,Females,Public administration and defence,Decile 9,Boundaries monthly earnings (NOK),2017,60670
2018-12-31,Females,Public administration and defence,Decile 9,Boundaries monthly earnings (NOK),2018,63000
2019-12-31,Females,Public administration and defence,Decile 9,Boundaries monthly earnings (NOK),2019,65730
2020-12-31,Females,Public administration and defence,Decile 9,Boundaries monthly earnings (NOK),2020,66380
2021-12-31,Females,Public administration and defence,Decile 9,Boundaries monthly earnings (NOK),2021,69340
2022-12-31,Females,Public administration and defence,Decile 9,Boundaries monthly earnings (NOK),2022,72500
2016-12-31,Females,Public administration and defence,Decile 9,Average age (years),2016,47.9
2017-12-31,Females,Public administration and defence,Decile 9,Average age (years),2017,48.2
2018-12-31,Females,Public administration and defence,Decile 9,Average age (years),2018,48.1
2019-12-31,Females,Public administration and defence,Decile 9,Average age (years),2019,48.3
2020-12-31,Females,Public administration and defence,Decile 9,Average age (years),2020,48.6
2021-12-31,Females,Public administration and defence,Decile 9,Average age (years),2021,48.5
2022-12-31,Females,Public administration and defence,Decile 9,Average age (years),2022,48.5
2016-12-31,Females,Public administration and defence,Decile 9,Average contractual working hours per week (hours),2016,35.5
2017-12-31,Females,Public administration and defence,Decile 9,Average contractual working hours per week (hours),2017,35.4
2018-12-31,Females,Public administration and defence,Decile 9,Average contractual working hours per week (hours),2018,35.7
2019-12-31,Females,Public administration and defence,Decile 9,Average contractual working hours per week (hours),2019,35.8
2020-12-31,Females,Public administration and defence,Decile 9,Average contractual working hours per week (hours),2020,36
2021-12-31,Females,Public administration and defence,Decile 9,Average contractual working hours per week (hours),2021,35.8
2022-12-31,Females,Public administration and defence,Decile 9,Average contractual working hours per week (hours),2022,35.9
2016-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (NOK),2016,72260
2017-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (NOK),2017,74970
2018-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (NOK),2018,77550
2019-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (NOK),2019,80520
2020-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (NOK),2020,80580
2021-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (NOK),2021,83810
2022-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (NOK),2022,87610
2016-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (per cent),2016,16.5
2017-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (per cent),2017,16.6
2018-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (per cent),2018,16.6
2019-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (per cent),2019,16.5
2020-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (per cent),2020,16.3
