sex,industry_sic2007,decil_group,contents,year,value
Females,"Water supply, sewerage, waste",Percentile 96,Average contractual working hours per week (hours),2022,35.3
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (NOK),2016,69280
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (NOK),2017,72650
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (NOK),2018,75290
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (NOK),2019,78270
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (NOK),2020,78220
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (NOK),2021,83380
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (NOK),2022,87030
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (per cent),2016,1.7
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (per cent),2017,1.7
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (per cent),2018,1.7
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (per cent),2019,1.7
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (per cent),2020,1.6
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (per cent),2021,1.7
Females,"Water supply, sewerage, waste",Percentile 97,Average monthly earnings (per cent),2022,1.7
Females,"Water supply, sewerage, waste",Percentile 97,Boundaries monthly earnings (NOK),2016,70640
Females,"Water supply, sewerage, waste",Percentile 97,Boundaries monthly earnings (NOK),2017,74690
Females,"Water supply, sewerage, waste",Percentile 97,Boundaries monthly earnings (NOK),2018,77080
Females,"Water supply, sewerage, waste",Percentile 97,Boundaries monthly earnings (NOK),2019,80990
Females,"Water supply, sewerage, waste",Percentile 97,Boundaries monthly earnings (NOK),2020,79940
Females,"Water supply, sewerage, waste",Percentile 97,Boundaries monthly earnings (NOK),2021,85300
Females,"Water supply, sewerage, waste",Percentile 97,Boundaries monthly earnings (NOK),2022,90300
Females,"Water supply, sewerage, waste",Percentile 97,Average age (years),2016,49.3
Females,"Water supply, sewerage, waste",Percentile 97,Average age (years),2017,49.1
Females,"Water supply, sewerage, waste",Percentile 97,Average age (years),2018,49.2
Females,"Water supply, sewerage, waste",Percentile 97,Average age (years),2019,50.1
Females,"Water supply, sewerage, waste",Percentile 97,Average age (years),2020,49.1
Females,"Water supply, sewerage, waste",Percentile 97,Average age (years),2021,49.4
Females,"Water supply, sewerage, waste",Percentile 97,Average age (years),2022,50
Females,"Water supply, sewerage, waste",Percentile 97,Average contractual working hours per week (hours),2016,36.4
Females,"Water supply, sewerage, waste",Percentile 97,Average contractual working hours per week (hours),2017,37.2
Females,"Water supply, sewerage, waste",Percentile 97,Average contractual working hours per week (hours),2018,36.9
Females,"Water supply, sewerage, waste",Percentile 97,Average contractual working hours per week (hours),2019,36.1
Females,"Water supply, sewerage, waste",Percentile 97,Average contractual working hours per week (hours),2020,37.5
Females,"Water supply, sewerage, waste",Percentile 97,Average contractual working hours per week (hours),2021,37.2
Females,"Water supply, sewerage, waste",Percentile 97,Average contractual working hours per week (hours),2022,36.9
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (NOK),2016,72670
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (NOK),2017,77850
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (NOK),2018,79850
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (NOK),2019,83640
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (NOK),2020,82670
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (NOK),2021,88330
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (NOK),2022,93420
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (per cent),2016,1.7
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (per cent),2017,1.8
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (per cent),2018,1.7
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (per cent),2019,1.8
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (per cent),2020,1.8
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (per cent),2021,1.7
Females,"Water supply, sewerage, waste",Percentile 98,Average monthly earnings (per cent),2022,1.8
Females,"Water supply, sewerage, waste",Percentile 98,Boundaries monthly earnings (NOK),2016,75980
Females,"Water supply, sewerage, waste",Percentile 98,Boundaries monthly earnings (NOK),2017,80850
Females,"Water supply, sewerage, waste",Percentile 98,Boundaries monthly earnings (NOK),2018,82560
Females,"Water supply, sewerage, waste",Percentile 98,Boundaries monthly earnings (NOK),2019,86660
Females,"Water supply, sewerage, waste",Percentile 98,Boundaries monthly earnings (NOK),2020,86860
Females,"Water supply, sewerage, waste",Percentile 98,Boundaries monthly earnings (NOK),2021,91670
Females,"Water supply, sewerage, waste",Percentile 98,Boundaries monthly earnings (NOK),2022,98090
Females,"Water supply, sewerage, waste",Percentile 98,Average age (years),2016,48.9
Females,"Water supply, sewerage, waste",Percentile 98,Average age (years),2017,50
Females,"Water supply, sewerage, waste",Percentile 98,Average age (years),2018,49.8
Females,"Water supply, sewerage, waste",Percentile 98,Average age (years),2019,51
Females,"Water supply, sewerage, waste",Percentile 98,Average age (years),2020,50.8
Females,"Water supply, sewerage, waste",Percentile 98,Average age (years),2021,49
Females,"Water supply, sewerage, waste",Percentile 98,Average age (years),2022,52
Females,"Water supply, sewerage, waste",Percentile 98,Average contractual working hours per week (hours),2016,34
Females,"Water supply, sewerage, waste",Percentile 98,Average contractual working hours per week (hours),2017,37.3
Females,"Water supply, sewerage, waste",Percentile 98,Average contractual working hours per week (hours),2018,34.8
Females,"Water supply, sewerage, waste",Percentile 98,Average contractual working hours per week (hours),2019,36.1
Females,"Water supply, sewerage, waste",Percentile 98,Average contractual working hours per week (hours),2020,36
Females,"Water supply, sewerage, waste",Percentile 98,Average contractual working hours per week (hours),2021,36.6
Females,"Water supply, sewerage, waste",Percentile 98,Average contractual working hours per week (hours),2022,36.9
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (NOK),2016,78860
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (NOK),2017,83720
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (NOK),2018,86730
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (NOK),2019,90570
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (NOK),2020,92380
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (NOK),2021,96790
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (NOK),2022,102540
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (per cent),2016,1.9
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (per cent),2017,1.8
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (per cent),2018,1.9
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (per cent),2019,1.9
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (per cent),2020,1.9
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (per cent),2021,2
Females,"Water supply, sewerage, waste",Percentile 99,Average monthly earnings (per cent),2022,1.9
Females,"Water supply, sewerage, waste",Percentile 99,Boundaries monthly earnings (NOK),2016,83330
Females,"Water supply, sewerage, waste",Percentile 99,Boundaries monthly earnings (NOK),2017,87580
Females,"Water supply, sewerage, waste",Percentile 99,Boundaries monthly earnings (NOK),2018,92330
Females,"Water supply, sewerage, waste",Percentile 99,Boundaries monthly earnings (NOK),2019,97900
Females,"Water supply, sewerage, waste",Percentile 99,Boundaries monthly earnings (NOK),2020,97400
Females,"Water supply, sewerage, waste",Percentile 99,Boundaries monthly earnings (NOK),2021,108330
Females,"Water supply, sewerage, waste",Percentile 99,Boundaries monthly earnings (NOK),2022,111020
Females,"Water supply, sewerage, waste",Percentile 99,Average age (years),2016,48.1
Females,"Water supply, sewerage, waste",Percentile 99,Average age (years),2017,49.9
Females,"Water supply, sewerage, waste",Percentile 99,Average age (years),2018,48
Females,"Water supply, sewerage, waste",Percentile 99,Average age (years),2019,45.4
Females,"Water supply, sewerage, waste",Percentile 99,Average age (years),2020,52.3
Females,"Water supply, sewerage, waste",Percentile 99,Average age (years),2021,52.6
Females,"Water supply, sewerage, waste",Percentile 99,Average age (years),2022,49.3
Females,"Water supply, sewerage, waste",Percentile 99,Average contractual working hours per week (hours),2016,34.6
Females,"Water supply, sewerage, waste",Percentile 99,Average contractual working hours per week (hours),2017,36.1
Females,"Water supply, sewerage, waste",Percentile 99,Average contractual working hours per week (hours),2018,36.2
Females,"Water supply, sewerage, waste",Percentile 99,Average contractual working hours per week (hours),2019,37.5
Females,"Water supply, sewerage, waste",Percentile 99,Average contractual working hours per week (hours),2020,37.5
Females,"Water supply, sewerage, waste",Percentile 99,Average contractual working hours per week (hours),2021,36.2
Females,"Water supply, sewerage, waste",Percentile 99,Average contractual working hours per week (hours),2022,37.2
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (NOK),2016,98190
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (NOK),2017,108040
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (NOK),2018,111860
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (NOK),2019,116350
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (NOK),2020,121520
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (NOK),2021,131560
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (NOK),2022,140740
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (per cent),2016,2.3
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (per cent),2017,2.5
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (per cent),2018,2.5
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (per cent),2019,2.5
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (per cent),2020,2.6
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (per cent),2021,2.7
Females,"Water supply, sewerage, waste",Percentile 100,Average monthly earnings (per cent),2022,2.7
Females,"Water supply, sewerage, waste",Percentile 100,Boundaries monthly earnings (NOK),2016,NA
Females,"Water supply, sewerage, waste",Percentile 100,Boundaries monthly earnings (NOK),2017,NA
Females,"Water supply, sewerage, waste",Percentile 100,Boundaries monthly earnings (NOK),2018,NA
Females,"Water supply, sewerage, waste",Percentile 100,Boundaries monthly earnings (NOK),2019,NA
Females,"Water supply, sewerage, waste",Percentile 100,Boundaries monthly earnings (NOK),2020,NA
Females,"Water supply, sewerage, waste",Percentile 100,Boundaries monthly earnings (NOK),2021,NA
Females,"Water supply, sewerage, waste",Percentile 100,Boundaries monthly earnings (NOK),2022,NA
Females,"Water supply, sewerage, waste",Percentile 100,Average age (years),2016,50
Females,"Water supply, sewerage, waste",Percentile 100,Average age (years),2017,49.3
Females,"Water supply, sewerage, waste",Percentile 100,Average age (years),2018,49.6
Females,"Water supply, sewerage, waste",Percentile 100,Average age (years),2019,48.6
Females,"Water supply, sewerage, waste",Percentile 100,Average age (years),2020,51
Females,"Water supply, sewerage, waste",Percentile 100,Average age (years),2021,49.9
Females,"Water supply, sewerage, waste",Percentile 100,Average age (years),2022,50.7
Females,"Water supply, sewerage, waste",Percentile 100,Average contractual working hours per week (hours),2016,36.1
Females,"Water supply, sewerage, waste",Percentile 100,Average contractual working hours per week (hours),2017,36.5
Females,"Water supply, sewerage, waste",Percentile 100,Average contractual working hours per week (hours),2018,35
Females,"Water supply, sewerage, waste",Percentile 100,Average contractual working hours per week (hours),2019,36.2
Females,"Water supply, sewerage, waste",Percentile 100,Average contractual working hours per week (hours),2020,35.2
Females,"Water supply, sewerage, waste",Percentile 100,Average contractual working hours per week (hours),2021,37.5
Females,"Water supply, sewerage, waste",Percentile 100,Average contractual working hours per week (hours),2022,36.3
Females,Construction,Percentile 91,Average monthly earnings (NOK),2016,60320
Females,Construction,Percentile 91,Average monthly earnings (NOK),2017,62610
Females,Construction,Percentile 91,Average monthly earnings (NOK),2018,66060
Females,Construction,Percentile 91,Average monthly earnings (NOK),2019,68640
Females,Construction,Percentile 91,Average monthly earnings (NOK),2020,70010
Females,Construction,Percentile 91,Average monthly earnings (NOK),2021,73410
Females,Construction,Percentile 91,Average monthly earnings (NOK),2022,77010
Females,Construction,Percentile 91,Average monthly earnings (per cent),2016,1.4
Females,Construction,Percentile 91,Average monthly earnings (per cent),2017,1.4
Females,Construction,Percentile 91,Average monthly earnings (per cent),2018,1.5
Females,Construction,Percentile 91,Average monthly earnings (per cent),2019,1.5
Females,Construction,Percentile 91,Average monthly earnings (per cent),2020,1.5
Females,Construction,Percentile 91,Average monthly earnings (per cent),2021,1.5
Females,Construction,Percentile 91,Average monthly earnings (per cent),2022,1.5
Females,Construction,Percentile 91,Boundaries monthly earnings (NOK),2016,61040
Females,Construction,Percentile 91,Boundaries monthly earnings (NOK),2017,63400
Females,Construction,Percentile 91,Boundaries monthly earnings (NOK),2018,66750
Females,Construction,Percentile 91,Boundaries monthly earnings (NOK),2019,69550
Females,Construction,Percentile 91,Boundaries monthly earnings (NOK),2020,70820
Females,Construction,Percentile 91,Boundaries monthly earnings (NOK),2021,74410
Females,Construction,Percentile 91,Boundaries monthly earnings (NOK),2022,77990
Females,Construction,Percentile 91,Average age (years),2016,45.9
Females,Construction,Percentile 91,Average age (years),2017,45
Females,Construction,Percentile 91,Average age (years),2018,44.2
Females,Construction,Percentile 91,Average age (years),2019,45.2
Females,Construction,Percentile 91,Average age (years),2020,44.7
Females,Construction,Percentile 91,Average age (years),2021,45.5
Females,Construction,Percentile 91,Average age (years),2022,47.1
Females,Construction,Percentile 91,Average contractual working hours per week (hours),2016,32.9
Females,Construction,Percentile 91,Average contractual working hours per week (hours),2017,34.9
Females,Construction,Percentile 91,Average contractual working hours per week (hours),2018,34.4
Females,Construction,Percentile 91,Average contractual working hours per week (hours),2019,35.3
Females,Construction,Percentile 91,Average contractual working hours per week (hours),2020,35.4
Females,Construction,Percentile 91,Average contractual working hours per week (hours),2021,35.4
Females,Construction,Percentile 91,Average contractual working hours per week (hours),2022,35.6
Females,Construction,Percentile 92,Average monthly earnings (NOK),2016,61930
Females,Construction,Percentile 92,Average monthly earnings (NOK),2017,64250
Females,Construction,Percentile 92,Average monthly earnings (NOK),2018,67670
Females,Construction,Percentile 92,Average monthly earnings (NOK),2019,70310
Females,Construction,Percentile 92,Average monthly earnings (NOK),2020,71510
Females,Construction,Percentile 92,Average monthly earnings (NOK),2021,75280
Females,Construction,Percentile 92,Average monthly earnings (NOK),2022,79060
Females,Construction,Percentile 92,Average monthly earnings (per cent),2016,1.5
Females,Construction,Percentile 92,Average monthly earnings (per cent),2017,1.5
Females,Construction,Percentile 92,Average monthly earnings (per cent),2018,1.5
Females,Construction,Percentile 92,Average monthly earnings (per cent),2019,1.5
Females,Construction,Percentile 92,Average monthly earnings (per cent),2020,1.5
Females,Construction,Percentile 92,Average monthly earnings (per cent),2021,1.5
Females,Construction,Percentile 92,Average monthly earnings (per cent),2022,1.5
Females,Construction,Percentile 92,Boundaries monthly earnings (NOK),2016,62800
Females,Construction,Percentile 92,Boundaries monthly earnings (NOK),2017,65090
Females,Construction,Percentile 92,Boundaries monthly earnings (NOK),2018,68530
Females,Construction,Percentile 92,Boundaries monthly earnings (NOK),2019,70970
Females,Construction,Percentile 92,Boundaries monthly earnings (NOK),2020,72580
Females,Construction,Percentile 92,Boundaries monthly earnings (NOK),2021,76330
Females,Construction,Percentile 92,Boundaries monthly earnings (NOK),2022,80000
Females,Construction,Percentile 92,Average age (years),2016,44.4
Females,Construction,Percentile 92,Average age (years),2017,45.1
Females,Construction,Percentile 92,Average age (years),2018,45.4
Females,Construction,Percentile 92,Average age (years),2019,46.2
Females,Construction,Percentile 92,Average age (years),2020,45
Females,Construction,Percentile 92,Average age (years),2021,45.8
Females,Construction,Percentile 92,Average age (years),2022,46.1
Females,Construction,Percentile 92,Average contractual working hours per week (hours),2016,35.5
Females,Construction,Percentile 92,Average contractual working hours per week (hours),2017,35
Females,Construction,Percentile 92,Average contractual working hours per week (hours),2018,36.2
Females,Construction,Percentile 92,Average contractual working hours per week (hours),2019,35.5
Females,Construction,Percentile 92,Average contractual working hours per week (hours),2020,35.7
Females,Construction,Percentile 92,Average contractual working hours per week (hours),2021,34.3
Females,Construction,Percentile 92,Average contractual working hours per week (hours),2022,35.2
Females,Construction,Percentile 93,Average monthly earnings (NOK),2016,63830
Females,Construction,Percentile 93,Average monthly earnings (NOK),2017,66060
Females,Construction,Percentile 93,Average monthly earnings (NOK),2018,69530
Females,Construction,Percentile 93,Average monthly earnings (NOK),2019,72250
Females,Construction,Percentile 93,Average monthly earnings (NOK),2020,73850
Females,Construction,Percentile 93,Average monthly earnings (NOK),2021,77320
Females,Construction,Percentile 93,Average monthly earnings (NOK),2022,80900
Females,Construction,Percentile 93,Average monthly earnings (per cent),2016,1.5
Females,Construction,Percentile 93,Average monthly earnings (per cent),2017,1.5
Females,Construction,Percentile 93,Average monthly earnings (per cent),2018,1.5
Females,Construction,Percentile 93,Average monthly earnings (per cent),2019,1.5
Females,Construction,Percentile 93,Average monthly earnings (per cent),2020,1.5
Females,Construction,Percentile 93,Average monthly earnings (per cent),2021,1.6
Females,Construction,Percentile 93,Average monthly earnings (per cent),2022,1.6
Females,Construction,Percentile 93,Boundaries monthly earnings (NOK),2016,64950
Females,Construction,Percentile 93,Boundaries monthly earnings (NOK),2017,66890
Females,Construction,Percentile 93,Boundaries monthly earnings (NOK),2018,70750
Females,Construction,Percentile 93,Boundaries monthly earnings (NOK),2019,73580
Females,Construction,Percentile 93,Boundaries monthly earnings (NOK),2020,75000
Females,Construction,Percentile 93,Boundaries monthly earnings (NOK),2021,78560
Females,Construction,Percentile 93,Boundaries monthly earnings (NOK),2022,82110
Females,Construction,Percentile 93,Average age (years),2016,44.4
Females,Construction,Percentile 93,Average age (years),2017,46.4
Females,Construction,Percentile 93,Average age (years),2018,45.9
Females,Construction,Percentile 93,Average age (years),2019,45.6
Females,Construction,Percentile 93,Average age (years),2020,47.1
Females,Construction,Percentile 93,Average age (years),2021,44.2
Females,Construction,Percentile 93,Average age (years),2022,44.8
Females,Construction,Percentile 93,Average contractual working hours per week (hours),2016,36.9
Females,Construction,Percentile 93,Average contractual working hours per week (hours),2017,35.5
Females,Construction,Percentile 93,Average contractual working hours per week (hours),2018,35.7
Females,Construction,Percentile 93,Average contractual working hours per week (hours),2019,35.6
Females,Construction,Percentile 93,Average contractual working hours per week (hours),2020,35.3
Females,Construction,Percentile 93,Average contractual working hours per week (hours),2021,36.1
Females,Construction,Percentile 93,Average contractual working hours per week (hours),2022,34.6
Females,Construction,Percentile 94,Average monthly earnings (NOK),2016,65970
Females,Construction,Percentile 94,Average monthly earnings (NOK),2017,68170
Females,Construction,Percentile 94,Average monthly earnings (NOK),2018,71940
Females,Construction,Percentile 94,Average monthly earnings (NOK),2019,75060
Females,Construction,Percentile 94,Average monthly earnings (NOK),2020,76230
Females,Construction,Percentile 94,Average monthly earnings (NOK),2021,79710
Females,Construction,Percentile 94,Average monthly earnings (NOK),2022,83360
Females,Construction,Percentile 94,Average monthly earnings (per cent),2016,1.6
Females,Construction,Percentile 94,Average monthly earnings (per cent),2017,1.6
Females,Construction,Percentile 94,Average monthly earnings (per cent),2018,1.6
Females,Construction,Percentile 94,Average monthly earnings (per cent),2019,1.6
Females,Construction,Percentile 94,Average monthly earnings (per cent),2020,1.6
Females,Construction,Percentile 94,Average monthly earnings (per cent),2021,1.6
Females,Construction,Percentile 94,Average monthly earnings (per cent),2022,1.6
Females,Construction,Percentile 94,Boundaries monthly earnings (NOK),2016,67200
Females,Construction,Percentile 94,Boundaries monthly earnings (NOK),2017,69550
Females,Construction,Percentile 94,Boundaries monthly earnings (NOK),2018,73480
Females,Construction,Percentile 94,Boundaries monthly earnings (NOK),2019,76400
Females,Construction,Percentile 94,Boundaries monthly earnings (NOK),2020,77660
Females,Construction,Percentile 94,Boundaries monthly earnings (NOK),2021,80980
Females,Construction,Percentile 94,Boundaries monthly earnings (NOK),2022,84620
Females,Construction,Percentile 94,Average age (years),2016,45.8
Females,Construction,Percentile 94,Average age (years),2017,46.3
Females,Construction,Percentile 94,Average age (years),2018,46.3
Females,Construction,Percentile 94,Average age (years),2019,46.4
Females,Construction,Percentile 94,Average age (years),2020,47.2
Females,Construction,Percentile 94,Average age (years),2021,46.2
Females,Construction,Percentile 94,Average age (years),2022,45.7
Females,Construction,Percentile 94,Average contractual working hours per week (hours),2016,34.9
Females,Construction,Percentile 94,Average contractual working hours per week (hours),2017,36.3
Females,Construction,Percentile 94,Average contractual working hours per week (hours),2018,35.9
Females,Construction,Percentile 94,Average contractual working hours per week (hours),2019,35.7
Females,Construction,Percentile 94,Average contractual working hours per week (hours),2020,35.9
Females,Construction,Percentile 94,Average contractual working hours per week (hours),2021,35.9
Females,Construction,Percentile 94,Average contractual working hours per week (hours),2022,35.9
Females,Construction,Percentile 95,Average monthly earnings (NOK),2016,68800
Females,Construction,Percentile 95,Average monthly earnings (NOK),2017,70820
Females,Construction,Percentile 95,Average monthly earnings (NOK),2018,74940
Females,Construction,Percentile 95,Average monthly earnings (NOK),2019,77930
Females,Construction,Percentile 95,Average monthly earnings (NOK),2020,79430
Females,Construction,Percentile 95,Average monthly earnings (NOK),2021,82560
Females,Construction,Percentile 95,Average monthly earnings (NOK),2022,86430
Females,Construction,Percentile 95,Average monthly earnings (per cent),2016,1.6
Females,Construction,Percentile 95,Average monthly earnings (per cent),2017,1.6
Females,Construction,Percentile 95,Average monthly earnings (per cent),2018,1.7
Females,Construction,Percentile 95,Average monthly earnings (per cent),2019,1.7
Females,Construction,Percentile 95,Average monthly earnings (per cent),2020,1.7
Females,Construction,Percentile 95,Average monthly earnings (per cent),2021,1.7
Females,Construction,Percentile 95,Average monthly earnings (per cent),2022,1.7
Females,Construction,Percentile 95,Boundaries monthly earnings (NOK),2016,70120
Females,Construction,Percentile 95,Boundaries monthly earnings (NOK),2017,72380
Females,Construction,Percentile 95,Boundaries monthly earnings (NOK),2018,76360
Females,Construction,Percentile 95,Boundaries monthly earnings (NOK),2019,79570
Females,Construction,Percentile 95,Boundaries monthly earnings (NOK),2020,80870
Females,Construction,Percentile 95,Boundaries monthly earnings (NOK),2021,84150
Females,Construction,Percentile 95,Boundaries monthly earnings (NOK),2022,88340
Females,Construction,Percentile 95,Average age (years),2016,46.6
Females,Construction,Percentile 95,Average age (years),2017,45.9
Females,Construction,Percentile 95,Average age (years),2018,47.1
Females,Construction,Percentile 95,Average age (years),2019,46.9
Females,Construction,Percentile 95,Average age (years),2020,47.5
Females,Construction,Percentile 95,Average age (years),2021,45.8
Females,Construction,Percentile 95,Average age (years),2022,46.1
Females,Construction,Percentile 95,Average contractual working hours per week (hours),2016,35.4
Females,Construction,Percentile 95,Average contractual working hours per week (hours),2017,35.2
Females,Construction,Percentile 95,Average contractual working hours per week (hours),2018,36
Females,Construction,Percentile 95,Average contractual working hours per week (hours),2019,36.6
Females,Construction,Percentile 95,Average contractual working hours per week (hours),2020,35.5
Females,Construction,Percentile 95,Average contractual working hours per week (hours),2021,34.7
Females,Construction,Percentile 95,Average contractual working hours per week (hours),2022,36
Females,Construction,Percentile 96,Average monthly earnings (NOK),2016,71760
Females,Construction,Percentile 96,Average monthly earnings (NOK),2017,74180
Females,Construction,Percentile 96,Average monthly earnings (NOK),2018,78500
Females,Construction,Percentile 96,Average monthly earnings (NOK),2019,81300
Females,Construction,Percentile 96,Average monthly earnings (NOK),2020,82930
Females,Construction,Percentile 96,Average monthly earnings (NOK),2021,86090
Females,Construction,Percentile 96,Average monthly earnings (NOK),2022,90490
Females,Construction,Percentile 96,Average monthly earnings (per cent),2016,1.7
Females,Construction,Percentile 96,Average monthly earnings (per cent),2017,1.7
Females,Construction,Percentile 96,Average monthly earnings (per cent),2018,1.7
Females,Construction,Percentile 96,Average monthly earnings (per cent),2019,1.7
Females,Construction,Percentile 96,Average monthly earnings (per cent),2020,1.7
Females,Construction,Percentile 96,Average monthly earnings (per cent),2021,1.7
Females,Construction,Percentile 96,Average monthly earnings (per cent),2022,1.7
Females,Construction,Percentile 96,Boundaries monthly earnings (NOK),2016,73970
Females,Construction,Percentile 96,Boundaries monthly earnings (NOK),2017,75920
Females,Construction,Percentile 96,Boundaries monthly earnings (NOK),2018,80570
Females,Construction,Percentile 96,Boundaries monthly earnings (NOK),2019,83660
Females,Construction,Percentile 96,Boundaries monthly earnings (NOK),2020,84800
Females,Construction,Percentile 96,Boundaries monthly earnings (NOK),2021,88020
Females,Construction,Percentile 96,Boundaries monthly earnings (NOK),2022,92700
Females,Construction,Percentile 96,Average age (years),2016,47.2
Females,Construction,Percentile 96,Average age (years),2017,46.1
Females,Construction,Percentile 96,Average age (years),2018,45
Females,Construction,Percentile 96,Average age (years),2019,46.7
Females,Construction,Percentile 96,Average age (years),2020,46.8
Females,Construction,Percentile 96,Average age (years),2021,45.5
Females,Construction,Percentile 96,Average age (years),2022,46.5
Females,Construction,Percentile 96,Average contractual working hours per week (hours),2016,35.4
Females,Construction,Percentile 96,Average contractual working hours per week (hours),2017,36
Females,Construction,Percentile 96,Average contractual working hours per week (hours),2018,36.3
Females,Construction,Percentile 96,Average contractual working hours per week (hours),2019,35.3
Females,Construction,Percentile 96,Average contractual working hours per week (hours),2020,36.1
Females,Construction,Percentile 96,Average contractual working hours per week (hours),2021,36.4
Females,Construction,Percentile 96,Average contractual working hours per week (hours),2022,35.9
Females,Construction,Percentile 97,Average monthly earnings (NOK),2016,75710
Females,Construction,Percentile 97,Average monthly earnings (NOK),2017,78220
Females,Construction,Percentile 97,Average monthly earnings (NOK),2018,82860
Females,Construction,Percentile 97,Average monthly earnings (NOK),2019,86230
Females,Construction,Percentile 97,Average monthly earnings (NOK),2020,87430
Females,Construction,Percentile 97,Average monthly earnings (NOK),2021,91030
Females,Construction,Percentile 97,Average monthly earnings (NOK),2022,96250
Females,Construction,Percentile 97,Average monthly earnings (per cent),2016,1.8
Females,Construction,Percentile 97,Average monthly earnings (per cent),2017,1.8
Females,Construction,Percentile 97,Average monthly earnings (per cent),2018,1.8
Females,Construction,Percentile 97,Average monthly earnings (per cent),2019,1.8
Females,Construction,Percentile 97,Average monthly earnings (per cent),2020,1.8
Females,Construction,Percentile 97,Average monthly earnings (per cent),2021,1.8
Females,Construction,Percentile 97,Average monthly earnings (per cent),2022,1.9
Females,Construction,Percentile 97,Boundaries monthly earnings (NOK),2016,78380
Females,Construction,Percentile 97,Boundaries monthly earnings (NOK),2017,80520
Females,Construction,Percentile 97,Boundaries monthly earnings (NOK),2018,85560
Females,Construction,Percentile 97,Boundaries monthly earnings (NOK),2019,88880
Females,Construction,Percentile 97,Boundaries monthly earnings (NOK),2020,90180
Females,Construction,Percentile 97,Boundaries monthly earnings (NOK),2021,94220
Females,Construction,Percentile 97,Boundaries monthly earnings (NOK),2022,99860
Females,Construction,Percentile 97,Average age (years),2016,44.5
Females,Construction,Percentile 97,Average age (years),2017,46.2
Females,Construction,Percentile 97,Average age (years),2018,46.3
Females,Construction,Percentile 97,Average age (years),2019,45.7
Females,Construction,Percentile 97,Average age (years),2020,45.5
Females,Construction,Percentile 97,Average age (years),2021,46.5
Females,Construction,Percentile 97,Average age (years),2022,46.4
Females,Construction,Percentile 97,Average contractual working hours per week (hours),2016,35.7
Females,Construction,Percentile 97,Average contractual working hours per week (hours),2017,36.4
Females,Construction,Percentile 97,Average contractual working hours per week (hours),2018,36
